"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"81","Ryan Nall","CHI","rb","11","@DET","9.6","4000","0","0","0","0","0","0","10.9473","43.9857","0.3058","1.9979","1.5984","12.3368","0.0597","0.1104","0.0552","0.0132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Stefon Diggs","BUF","wr","11","NYJ","11.6","6400","0","0","0","0","0","0","0.24","1.3706","0.0096","6.5767","4.2147","52.4258","0.2845","0.0603","0.0302","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Robby Anderson","CAR","wr","13","LV","11.6","4700","0","0","0","0","0","0","0.094","0.5617","0.0042","6.3107","3.6408","56.0701","0.3266","0.0646","0.0323","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Hunter Henry","LAC","te","10","@CIN","9.8","5300","0","0","0","0","0","0","0","0","0","4.6254","3.0846","38.7806","0.4501","0.0272","0.0136","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Michael Gallup","DAL","wr","10","@LA","11.4","0","0","0","0","0","0","0","0","0","0","6.4974","3.6373","56.238","0.3074","0.0238","0.0119","0.0166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Aaron Rodgers","GB","qb","5","@MIN","19.3","6300","22.8463","35.8713","263.3283","1.546","0.4036","2.6923","3.5698","14.3804","0.0924","0","0","0","0","0.4214","0.2107","0.0615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Josh Allen","BUF","qb","11","NYJ","19.3","6500","17.9132","30.3836","208.7991","1.0776","0.752","2.4499","6.4767","41.414","0.478","0","0","0","0","0.8","0.4","0.0419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Noah Fant","DEN","te","8","TEN","9.7","0","0","0","0","0","0","0","0","0","0","4.993","3.5138","43.1792","0.2885","0.0424","0.0212","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Devine Ozigbo","JAX","rb","7","IND","9.2","4000","0","0","0","0","0","0","10.3844","45.0142","0.3322","1.6194","1.3038","10.5431","0.0324","0.1011","0.0505","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","Anthony Miller","CHI","wr","11","@DET","11.2","5000","0","0","0","0","0","0","0.0936","0.6013","0.0035","6.1601","4.0726","49.4577","0.3122","0.0334","0.0167","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","CeeDee Lamb","DAL","wr","10","@LA","11.2","0","0","0","0","0","0","0","0","0","0","5.9976","3.776","53.226","0.2986","0.063","0.0315","0.0098","13.5507","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Phillip Lindsay","DEN","rb","8","TEN","9","0","0","0","0","0","0","0","8.4221","38.7877","0.2759","2.2549","1.8477","12.53","0.0404","0.0233","0.0116","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","Zack Moss","BUF","rb","11","NYJ","9","4400","0","0","0","0","0","0","9.4408","41.6714","0.2916","1.9788","1.5674","12.5887","0.0255","0.0974","0.0487","0.0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","D'Andre Swift","DET","rb","5","CHI","9","4900","0","0","0","0","0","0","8.6601","35.9235","0.2576","2.3235","1.8821","14.8966","0.0717","0.0937","0.0468","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","Russell Wilson","SEA","qb","6","@ATL","19","7000","18.6684","30.1726","236.9512","1.6215","0.5865","2.7678","4.5368","24.1934","0.0952","0","0","0","0","0.5405","0.2702","0.0596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Christian Kirk","ARZ","wr","8","@SF","11","5000","0","0","0","0","0","0","0.7531","4.9037","0.0247","6.1123","4.0785","47.1258","0.2147","0.0577","0.0289","0.0128","13.0862","0.0119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Marquise Brown","BLT","wr","8","CLV","11","5100","0","0","0","0","0","0","0","0","0","5.9313","3.8128","49.8711","0.3267","0.0338","0.0169","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Jared Cook","NO","te","6","TB","9.3","5500","0","0","0","0","0","0","0","0","0","4.3436","3.114","42.8442","0.2898","0.0215","0.0107","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","T.J. Hockenson","DET","te","5","CHI","9.3","4200","0","0","0","0","0","0","0","0","0","4.9789","3.4631","38.9821","0.306","0.0315","0.0158","0.0133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Jared Goff","LA","qb","9","DAL","18.9","0","23.571","36.1882","275.817","1.5776","0.7291","2.1595","2.219","4.9298","0.1329","0","0","0","0","0.6214","0.3107","0.0522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","Mitchell Trubisky","CHI","qb","11","@DET","18.8","5400","21.7321","33.7953","241.2027","1.5705","0.7008","2.5422","3.7782","19.2691","0.1558","0","0","0","0","0.4831","0.2415","0.0532","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Rob Gronkowski","TB","te","13","@NO","9.2","4900","0","0","0","0","0","0","0","0","0","4.1969","2.8017","41.4829","0.3484","0.0323","0.0161","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","Emmanuel Sanders","NO","wr","6","TB","10.8","5700","0","0","0","0","0","0","0","0","0","5.7436","3.952","50.184","0.2658","0.0239","0.0119","0.013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","N'Keal Harry","NE","wr","6","MIA","10.8","4400","0","0","0","0","0","0","0.4023","3.0765","0.0174","5.839","3.6415","45.6334","0.333","0.0375","0.0187","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","Matt Breida","MIA","rb","11","@NE","8.6","5000","0","0","0","0","0","0","6.3287","27.4418","0.1152","3.289","2.6013","19.375","0.0898","0.0953","0.0477","0.0045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Darius Slayton","NYG","wr","11","PIT","10.7","0","0","0","0","0","0","0","0","0","0","5.6993","3.3862","52.9981","0.295","0.0297","0.0148","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Latavius Murray","NO","rb","6","TB","8.5","4600","0","0","0","0","0","0","8.2383","35.1901","0.2843","1.9744","1.6587","11.9979","0.0585","0.0409","0.0205","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","J.K. Dobbins","BLT","rb","8","CLV","8.5","5000","0","0","0","0","0","0","9.1415","40.0445","0.3418","1.4828","1.1761","9.614","0.0276","0.0909","0.0455","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","Golden Tate","NYG","wr","11","PIT","10.6","0","0","0","0","0","0","0","0.1365","0.6663","0.0053","6.0495","4.2024","45.6566","0.2554","0.0855","0.0428","0.0098","14.7062","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","Jamison Crowder","NYJ","wr","11","@BUF","10.6","5200","0","0","0","0","0","0","0","0","0","6.9454","4.4908","45.5558","0.2288","0.034","0.017","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","Carson Wentz","PHI","qb","9","@WAS","18.5","6300","22.4605","35.3361","256.3834","1.6894","0.6641","2.3876","3.4634","12.1874","0.0555","0","0","0","0","0.9101","0.455","0.0422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","Austin Hooper","CLV","te","9","@BLT","8.8","5100","0","0","0","0","0","0","0","0","0","4.824","3.381","34.803","0.3064","0.0242","0.0121","0.0313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","Nyheim Hines","IND","rb","7","@JAX","8.3","4000","0","0","0","0","0","0","3.6239","14.2489","0.1272","3.8996","3.0761","23.429","0.0687","0.1228","0.0614","0.0018","73.663","0.0441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","John Brown","BUF","wr","11","NYJ","10.3","5600","0","0","0","0","0","0","0.16","0.8363","0.0065","6.3148","3.281","50.2149","0.2803","0.0202","0.0101","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","Allen Lazard","GB","wr","5","@MIN","10.3","4900","0","0","0","0","0","0","0","0","0","5.4875","3.6253","48.6654","0.2596","0.0341","0.0171","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","Jerry Jeudy","DEN","wr","8","TEN","10.3","0","0","0","0","0","0","0","0.1396","1.0173","0.0055","5.7983","3.6272","48.2366","0.2547","0.0387","0.0194","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Irv Smith Jr.","MIN","te","7","GB","8.6","3100","0","0","0","0","0","0","0","0","0","4.5583","3.3502","34.2677","0.2881","0.0402","0.0201","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","Hayden Hurst","ATL","te","10","SEA","8.6","4300","0","0","0","0","0","0","0","0","0","4.3334","3.2106","36.3336","0.269","0.0292","0.0146","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Mike Gesicki","MIA","te","11","@NE","8.5","4500","0","0","0","0","0","0","0","0","0","4.6986","3.0548","35.6367","0.2959","0.0446","0.0223","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Chris Herndon","NYJ","te","11","@BUF","8.5","3300","0","0","0","0","0","0","0","0","0","4.6303","2.9613","36.0118","0.3103","0.0275","0.0137","0.0077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Jordan Howard","MIA","rb","11","@NE","8","5100","0","0","0","0","0","0","10.5106","39.0389","0.2917","1.5662","1.2235","8.6666","0.03","0.0725","0.0362","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","Preston Williams","MIA","wr","11","@NE","10.1","4500","0","0","0","0","0","0","0","0","0","6.2648","3.5029","48.7927","0.2541","0.0625","0.0312","0.0113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","Sterling Shepard","NYG","wr","11","PIT","10","0","0","0","0","0","0","0","0.6827","4.0381","0.0261","5.5082","3.6272","43.6258","0.2177","0.0269","0.0134","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","Matthew Stafford","DET","qb","5","CHI","17.8","6200","21.7434","34.3682","259.912","1.5964","0.8256","2.3866","2.3985","4.8302","0.0809","0","0","0","0","0.5177","0.2589","0.0507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","Jonnu Smith","TEN","te","7","@DEN","8.1","0","0","0","0","0","0","0","0.1606","1.3536","0.006","4.0375","2.9172","32.0952","0.2857","0.0344","0.0172","0.0128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Jimmy Garoppolo","SF","qb","11","ARZ","17.6","5800","21.9281","32.3577","245.2958","1.6627","0.7548","2.5331","2.9055","6.3819","0.0907","0","0","0","0","0.4929","0.2464","0.0578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Danny Amendola","DET","wr","5","CHI","9.7","4800","0","0","0","0","0","0","0","0","0","5.7755","4.1579","41.4927","0.2018","0.03","0.015","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","Brandin Cooks","HST","wr","8","@KC","9.7","0","0","0","0","0","0","0","0.4229","2.2033","0.0138","5.178","3.2889","45.6292","0.2249","0.0416","0.0208","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","Tyler Higbee","LA","te","9","DAL","8","0","0","0","0","0","0","0","0","0","0","4.0877","3.176","33.6609","0.2355","0.0335","0.0168","0.0087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","Tevin Coleman","SF","rb","11","ARZ","7.5","4200","0","0","0","0","0","0","7.9663","34.3187","0.2989","1.2939","1.0743","7.7491","0.0518","0.0522","0.0261","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","Duke Johnson Jr.","HST","rb","8","@KC","7.5","0","0","0","0","0","0","0","4.9414","21.523","0.1053","2.8767","2.1904","19.5382","0.0877","0.0655","0.0327","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","Justin Jackson","LAC","rb","10","@CIN","7.5","4400","0","0","0","0","0","0","7.8745","34.1453","0.2377","1.7141","1.3902","9.7808","0.0271","0.0694","0.0347","0.0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","Jalen Richard","LV","rb","6","@CAR","7.4","4700","0","0","0","0","0","0","5.7454","24.2317","0.1387","2.4978","1.94","16.5928","0.0579","0.1332","0.0666","0.0049","32.6354","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","Jonathan Taylor","IND","rb","7","@JAX","7.4","5700","0","0","0","0","0","0","9.0598","38.5404","0.3221","0.9749","0.7724","6.0557","0.0207","0.0862","0.0431","0.0047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","Russell Gage","ATL","wr","10","SEA","9.5","4300","0","0","0","0","0","0","0.2297","1.5435","0.0091","5.4168","3.8075","40.8037","0.2055","0.0349","0.0175","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","Jordan Akins","HST","te","8","@KC","7.8","0","0","0","0","0","0","0","0","0","0","4.315","3.0123","32.7495","0.2334","0.0264","0.0132","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","Kirk Cousins","MIN","qb","7","GB","17.4","5700","22.9512","34.0266","244.9344","1.5985","0.8177","2.2009","2.4669","5.9337","0.1167","0","0","0","0","0.5422","0.2711","0.0574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Ryan Tannehill","TEN","qb","7","@DEN","17.3","0","18.2597","29.7447","218.5373","1.4041","0.6488","2.9464","3.6417","17.5835","0.2371","0","0","0","0","0.6457","0.3229","0.0697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","Drew Lock","DEN","qb","8","TEN","17.3","0","20.7164","33.286","247.4046","1.3471","0.8501","2.2059","4.1131","11.6012","0.1621","0","0","0","0","0.582","0.291","0.0487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","Curtis Samuel","CAR","wr","13","LV","9.3","4600","0","0","0","0","0","0","1.152","8.0374","0.0519","4.9224","2.8617","37.6499","0.244","0.0252","0.0126","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Chris Thompson","JAX","rb","7","IND","7.1","4000","0","0","0","0","0","0","2.2575","9.1123","0.0483","3.737","2.9875","24.2939","0.0758","0.0566","0.0283","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Tyrod Taylor","LAC","qb","10","@CIN","17.2","5600","17.8618","28.4361","197.3737","1.4336","0.3444","3.5872","6.6862","21.748","0.2456","0","0","0","0","0.6579","0.3289","0.0547","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","Ben Roethlisberger","PIT","qb","8","@NYG","17.1","0","22.1722","34.508","246.0707","1.4986","0.7656","1.8479","1.4368","5.953","0.1108","0","0","0","0","0.4744","0.2372","0.055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Kyle Rudolph","MIN","te","7","GB","7.5","3700","0","0","0","0","0","0","0","0","0","3.6467","2.8581","26.854","0.3219","0.0221","0.011","0.0123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Joe Burrow","CIN","qb","9","LAC","17","5800","19.0103","32.5592","229.0068","1.357","0.9333","2.9598","3.8452","19.781","0.1404","0","0","0","0","0.5512","0.2756","0.056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Daniel Jones","NYG","qb","11","PIT","17","0","21.4053","33.3913","232.8667","1.3115","0.961","2.9281","4.0679","19.9707","0.17","0","0","0","0","0.9464","0.4732","0.0432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Mecole Hardman","KC","wr","10","HST","9","0","0","0","0","0","0","0","0.3071","2.0815","0.0157","4.3852","2.8038","39.4703","0.281","0.0772","0.0386","0.0068","59.1793","0.0313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Parris Campbell","IND","wr","7","@JAX","9","3900","0","0","0","0","0","0","0.4918","3.4882","0.02","5.1995","3.4823","36.5716","0.215","0.0549","0.0274","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Steven Sims","WAS","wr","8","PHI","9","4700","0","0","0","0","0","0","0.4458","3.6239","0.0216","5.1534","3.4025","35.5754","0.2108","0.1064","0.0532","0.0091","66.5576","0.041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Jack Doyle","IND","te","7","@JAX","7.3","3600","0","0","0","0","0","0","0","0","0","3.8996","2.7501","26.7191","0.3076","0.0389","0.0195","0.0047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Dwayne Haskins","WAS","qb","8","PHI","16.8","5000","19.511","30.6148","228.3464","1.4622","1.1786","3.3581","4.0333","16.5343","0.1332","0","0","0","0","0.563","0.2815","0.0473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Blake Jarwin","DAL","te","10","@LA","7.1","0","0","0","0","0","0","0","0","0","0","3.6652","2.6982","29.4756","0.2307","0.0305","0.0153","0.0079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Teddy Bridgewater","CAR","qb","13","LV","16.7","5900","20.3695","33.732","241.0543","1.3877","0.8027","2.5917","3.9899","12.1937","0.079","0","0","0","0","0.5028","0.2514","0.0342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Kyler Murray","ARZ","qb","8","@SF","16.7","6400","20.6075","32.3744","220.8717","1.2083","0.7393","2.7638","4.4697","22.5241","0.1564","0","0","0","0","0.4434","0.2217","0.0652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Gardner Minshew","JAX","qb","7","IND","16.6","5800","20.3727","32.6275","225.1747","1.2816","0.621","2.5947","4.8373","19.2468","0.1146","0","0","0","0","0.7017","0.3508","0.0494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Brandon Aiyuk","SF","wr","11","ARZ","8.7","4500","0","0","0","0","0","0","0.0786","0.5729","0.0037","4.7338","3.0784","39.731","0.2369","0.0327","0.0163","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Van Jefferson","LA","wr","9","DAL","8.6","0","0","0","0","0","0","0","0","0","0","4.8371","3.1575","40.451","0.2188","0.0331","0.0166","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Deebo Samuel","SF","wr","11","ARZ","8.6","5300","0","0","0","0","0","0","1.2578","9.1266","0.0606","3.787","2.7025","32.6875","0.2124","0.0427","0.0214","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Henry Ruggs III","LV","wr","6","@CAR","8.6","5100","0","0","0","0","0","0","0","0","0","4.9957","3.0943","39.4303","0.2376","0.0325","0.0162","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Hunter Renfrow","LV","wr","6","@CAR","8.5","4500","0","0","0","0","0","0","0","0","0","4.9957","3.3161","37.5313","0.2141","0.0305","0.0153","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
